G                               1         0.0000000000      0.0000000000      0.0000000000      0.0000000000
M                             101         1.4702758394      0.5000000000      0.0000000000      0.0000000000
K                             159         2.3191399909      0.3333333333      0.3333333333      0.0000000000
G                             274         4.0168682939      0.0000000000      0.0000000000      0.0000000000
