  0.00000000E+00  0.81915287E+00
  0.14702758E-01  0.81977818E+00
  0.29405517E-01  0.81487346E+00
  0.44108275E-01  0.81001461E+00
  0.58811034E-01  0.80946428E+00
  0.73513792E-01  0.81470591E+00
  0.88216550E-01  0.82546403E+00
  0.10291931E+00  0.84067756E+00
  0.11762207E+00  0.85904168E+00
  0.13232483E+00  0.87923095E+00
  0.14702758E+00  0.89958117E+00
  0.16173034E+00  0.89040444E+00
  0.17643310E+00  0.33676752E+00
  0.19113586E+00 -0.35392392E+00
  0.20583862E+00 -0.11076287E+01
  0.22054138E+00 -0.18914354E+01
  0.23524413E+00 -0.26728543E+01
  0.24994689E+00 -0.34222527E+01
  0.26464965E+00 -0.41152742E+01
  0.27935241E+00 -0.47345854E+01
  0.29405517E+00 -0.52707547E+01
  0.30875793E+00 -0.57222190E+01
  0.32346068E+00 -0.60944073E+01
  0.33816344E+00 -0.63981881E+01
  0.35286620E+00 -0.66478662E+01
  0.36756896E+00 -0.68589993E+01
  0.38227172E+00 -0.70463033E+01
  0.39697448E+00 -0.72218998E+01
  0.41167724E+00 -0.73941080E+01
  0.42637999E+00 -0.75669043E+01
  0.44108275E+00 -0.77400711E+01
  0.45578551E+00 -0.79099473E+01
  0.47048827E+00 -0.80706043E+01
  0.48519103E+00 -0.82152218E+01
  0.49989379E+00 -0.83374339E+01
  0.51459654E+00 -0.84324488E+01
  0.52929930E+00 -0.84978046E+01
  0.54400206E+00 -0.85336910E+01
  0.55870482E+00 -0.85428348E+01
  0.57340758E+00 -0.85300101E+01
  0.58811034E+00 -0.85012797E+01
  0.60281309E+00 -0.84631042E+01
  0.61751585E+00 -0.84214630E+01
  0.63221861E+00 -0.83811191E+01
  0.64692137E+00 -0.83451255E+01
  0.66162413E+00 -0.83146296E+01
  0.67632689E+00 -0.82889769E+01
  0.69102964E+00 -0.82660735E+01
  0.70573240E+00 -0.82429256E+01
  0.72043516E+00 -0.82162602E+01
  0.73513792E+00 -0.81831224E+01
  0.74984068E+00 -0.81413636E+01
  0.76454344E+00 -0.80899528E+01
  0.77924619E+00 -0.80290793E+01
  0.79394895E+00 -0.79600467E+01
  0.80865171E+00 -0.78849894E+01
  0.82335447E+00 -0.78064697E+01
  0.83805723E+00 -0.77270290E+01
  0.85275999E+00 -0.76487697E+01
  0.86746275E+00 -0.75730366E+01
  0.88216550E+00 -0.75002483E+01
  0.89686826E+00 -0.74298971E+01
  0.91157102E+00 -0.73607098E+01
  0.92627378E+00 -0.72909313E+01
  0.94097654E+00 -0.72186763E+01
  0.95567930E+00 -0.71422826E+01
  0.97038205E+00 -0.70606085E+01
  0.98508481E+00 -0.69732275E+01
  0.99978757E+00 -0.68804956E+01
  0.10144903E+01 -0.67834893E+01
  0.10291931E+01 -0.66838342E+01
  0.10438958E+01 -0.65834573E+01
  0.10585986E+01 -0.64843081E+01
  0.10733014E+01 -0.63880926E+01
  0.10880041E+01 -0.62960578E+01
  0.11027069E+01 -0.62088566E+01
  0.11174096E+01 -0.61265061E+01
  0.11321124E+01 -0.60484380E+01
  0.11468152E+01 -0.59736294E+01
  0.11615179E+01 -0.59007873E+01
  0.11762207E+01 -0.58285590E+01
  0.11909234E+01 -0.57557352E+01
  0.12056262E+01 -0.56814195E+01
  0.12203289E+01 -0.56051426E+01
  0.12350317E+01 -0.55269111E+01
  0.12497345E+01 -0.54471906E+01
  0.12644372E+01 -0.53668339E+01
  0.12791400E+01 -0.52869674E+01
  0.12938427E+01 -0.52088609E+01
  0.13085455E+01 -0.51337971E+01
  0.13232483E+01 -0.50629621E+01
  0.13379510E+01 -0.49973660E+01
  0.13526538E+01 -0.49378013E+01
  0.13673565E+01 -0.48848351E+01
  0.13820593E+01 -0.48388286E+01
  0.13967620E+01 -0.47999738E+01
  0.14114648E+01 -0.47683375E+01
  0.14261676E+01 -0.47439040E+01
  0.14408703E+01 -0.47266127E+01
  0.14555731E+01 -0.47163889E+01
  0.14702758E+01 -0.47131664E+01
  0.14849114E+01 -0.47169897E+01
  0.14995470E+01 -0.47194336E+01
  0.15141826E+01 -0.47199389E+01
  0.15288182E+01 -0.47180437E+01
  0.15434538E+01 -0.47134501E+01
  0.15580894E+01 -0.47060585E+01
  0.15727250E+01 -0.46959608E+01
  0.15873605E+01 -0.46833976E+01
  0.16019961E+01 -0.46686940E+01
  0.16166317E+01 -0.46521944E+01
  0.16312673E+01 -0.46342138E+01
  0.16459029E+01 -0.46150153E+01
  0.16605385E+01 -0.45948118E+01
  0.16751741E+01 -0.45737778E+01
