idx,soc_value,component_index,mean,sdev,Q,is_sum,sum_mean,sum_sdev
0,[0.0025 0.0025 0.0085],0,0.0006384863151277574,0.0005512150793566359,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],1,5.24789035225158e-05,8.848203273375319e-07,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],2,3.0421575363624212e-06,2.0697445144377e-07,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],3,-0.001506471509987861,0.000476734512884303,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],4,-0.00014176540368242264,1.0276978826691055e-06,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],5,-6.872118550307812e-06,3.8686172009866177e-07,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],6,9.715387095102333e-05,1.0187367136980194e-05,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],7,3.898814373955252e-07,3.1604853290756887e-09,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],8,2.6510094230911714e-08,4.428388022093315e-09,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],9,0.0002910452203818366,3.056065242894474e-05,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],10,5.476403447485044e-06,7.174914897772776e-08,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],11,1.2808066610591066e-06,6.248645836411399e-08,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],12,-2.2638890506504837e-08,1.0975369196308405e-08,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],13,0.00011644988126528553,7.678189551007741e-06,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],14,1.0417991849138854e-06,6.3130160287125964e-09,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],15,2.5357060658832673e-06,1.8523584974638191e-07,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],16,1.1624735829436662e-09,3.659980239748158e-11,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],17,-8.465466633234728e-11,3.5546780822129803e-12,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],18,-1.6152384171225576e-09,5.6849049495245844e-11,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],19,0.0007679633616360012,0.0001437654597544981,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],20,9.208720569364224e-05,1.2122482683669313e-06,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],21,1.2279535197237632e-06,3.8961406099737055e-08,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],22,-6.340099373036997e-10,3.1307238520331064e-11,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],23,2.3991919180772397e-10,1.813195542116088e-11,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],24,8.980778337281767e-05,3.068736583003841e-05,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],25,-1.1050909802160482e-08,9.78927617413743e-10,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],26,-2.997850086465162e-10,1.1769828141668118e-11,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],27,3.052779331762416e-09,3.631313840701959e-10,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],28,-2.632659446450784e-09,3.478885383670409e-10,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],29,-2.615563288932173e-05,1.2200755033251418e-06,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],30,-0.00042445837207027255,4.967257850976084e-05,0.00025385143796193845,0,,
0,[0.0025 0.0025 0.0085],31,-1.0015206404212608e-14,8.324599849962753e-16,0.00025385143796193845,0,,
