idx,soc_value,component_index,mean,sdev,Q,is_sum,sum_mean,sum_sdev
0,[0.005 0.005 0.017],0,0.07227979290946501,0.00044129465242091916,0.7364262067038922,0,,
0,[0.005 0.005 0.017],1,0.21942474916849253,0.001318402675311999,0.7364262067038922,0,,
0,[0.005 0.005 0.017],2,0.13824896757781788,0.0012431767602066575,0.7364262067038922,0,,
0,[0.005 0.005 0.017],3,-0.01504095692328334,0.00028599732022582976,0.7364262067038922,0,,
0,[0.005 0.005 0.017],4,-0.25191387311246066,0.0012501066650974385,0.7364262067038922,0,,
0,[0.005 0.005 0.017],5,0.046070759239561915,0.00041458438748669905,0.7364262067038922,0,,
0,[0.005 0.005 0.017],6,-0.005020820684402694,9.563139063564245e-05,0.7364262067038922,0,,
0,[0.005 0.005 0.017],7,-0.08395716507662848,0.0004166824785955966,0.7364262067038922,0,,
0,[0.005 0.005 0.017],sum,0.12009145309856215,0.0021174188397465503,0.7364262067038922,1,0.12009145309856215,0.0021174188397465503
1,[0.01277778 0.01277778 0.04344444],0,0.13703820393272492,0.0007314221403450218,0.6952490038356041,0,,
1,[0.01277778 0.01277778 0.04344444],1,0.4267642153299053,0.002164759011452679,0.6952490038356041,0,,
1,[0.01277778 0.01277778 0.04344444],2,0.2649671191437298,0.0020994327145209962,0.6952490038356041,0,,
1,[0.01277778 0.01277778 0.04344444],3,-0.037751747787532236,0.0005460667874714263,0.6952490038356041,0,,
1,[0.01277778 0.01277778 0.04344444],4,-0.5018721601252714,0.0020634244820739948,0.6952490038356041,0,,
1,[0.01277778 0.01277778 0.04344444],5,0.08839456871801372,0.0006964467603353396,0.6952490038356041,0,,
1,[0.01277778 0.01277778 0.04344444],6,-0.01255981520311456,0.00018194156395761075,0.6952490038356041,0,,
1,[0.01277778 0.01277778 0.04344444],7,-0.16695438318266664,0.0006903450016544553,0.6952490038356041,0,,
1,[0.01277778 0.01277778 0.04344444],sum,0.19802600082578897,0.0037866279103124624,0.6952490038356041,1,0.19802600082578897,0.0037866279103124624
2,[0.02055556 0.02055556 0.06988889],0,0.18370615888557462,0.000966082319964785,0.036644119143357065,0,,
2,[0.02055556 0.02055556 0.06988889],1,0.5889854734933426,0.00282871334695986,0.036644119143357065,0,,
2,[0.02055556 0.02055556 0.06988889],2,0.35485265130649624,0.002936545518856177,0.036644119143357065,0,,
2,[0.02055556 0.02055556 0.06988889],3,-0.059545843904082685,0.0007961110880671848,0.036644119143357065,0,,
2,[0.02055556 0.02055556 0.06988889],4,-0.6946922160196244,0.0026066706021759373,0.036644119143357065,0,,
2,[0.02055556 0.02055556 0.06988889],5,0.1182906821806122,0.0009717016573743107,0.036644119143357065,0,,
2,[0.02055556 0.02055556 0.06988889],6,-0.019764187839709624,0.00026543417717309845,0.036644119143357065,0,,
2,[0.02055556 0.02055556 0.06988889],7,-0.23118087845288923,0.0008723134199521708,0.036644119143357065,0,,
2,[0.02055556 0.02055556 0.06988889],sum,0.24065183964971967,0.005353855075995989,0.036644119143357065,1,0.24065183964971967,0.005353855075995989
3,[0.02833333 0.02833333 0.09633333],0,0.21668111228856057,0.001246614492856063,0.36771721939172247,0,,
3,[0.02833333 0.02833333 0.09633333],1,0.7149083775981955,0.003626906455371161,0.36771721939172247,0,,
3,[0.02833333 0.02833333 0.09633333],2,0.4128645643823964,0.004347410009822534,0.36771721939172247,0,,
3,[0.02833333 0.02833333 0.09633333],3,-0.08280972712233496,0.0011705534224695534,0.36771721939172247,0,,
3,[0.02833333 0.02833333 0.09633333],4,-0.8448323494590708,0.003378605468217849,0.36771721939172247,0,,
3,[0.02833333 0.02833333 0.09633333],5,0.13735374485489793,0.0014460015703328492,0.36771721939172247,0,,
3,[0.02833333 0.02833333 0.09633333],6,-0.027385658056002665,0.000389284405991608,0.36771721939172247,0,,
3,[0.02833333 0.02833333 0.09633333],7,-0.28115008382347856,0.0011228254442297132,0.36771721939172247,0,,
3,[0.02833333 0.02833333 0.09633333],sum,0.2456299806631635,0.007737984770919418,0.36771721939172247,1,0.2456299806631635,0.007737984770919418
