mu,j,result,std_dev,Q
-0.25,2.55,3.78930556019301e-05,7.391206748823443e-08,0.872265939518355
-0.25,2.5736842105263156,3.7029702776590415e-05,7.265728505212895e-08,0.24485726110679593
-0.25,2.5973684210526313,3.640843578344904e-05,7.126414165425707e-08,0.959513640531106
-0.25,2.621052631578947,3.570623277696723e-05,6.997699046889078e-08,0.46678485075990184
-0.25,2.644736842105263,3.504418389034934e-05,6.86678932148783e-08,0.4615099856817467
-0.25,2.6684210526315786,3.4539990569761615e-05,6.722896195727344e-08,0.305001446440899
-0.25,2.692105263157895,3.395361585618525e-05,6.618255289268444e-08,0.6299940841015289
-0.25,2.7157894736842105,3.332195345111022e-05,6.472212024404445e-08,0.9695711781890564
-0.25,2.7394736842105263,3.282348435410047e-05,6.387336996435172e-08,0.7203495012820598
-0.25,2.763157894736842,3.217484863428309e-05,6.267541686140592e-08,0.5921258942130694
-0.25,2.786842105263158,3.1696207960059996e-05,6.161432848253352e-08,0.18580224996248018
-0.25,2.8105263157894735,3.0989337619630594e-05,6.057311301106185e-08,0.4323974211459377
-0.25,2.8342105263157893,3.058697357259434e-05,5.9336628057360526e-08,0.6853035484167107
-0.25,2.857894736842105,3.015284476684225e-05,5.857649136925409e-08,0.08379196373302865
-0.25,2.881578947368421,2.969806827652617e-05,5.7670366324070243e-08,0.06851306279325908
-0.25,2.905263157894737,2.9119936064798868e-05,5.657945587221843e-08,0.7440885987630399
-0.25,2.9289473684210527,2.8798845687901602e-05,5.5748884510066645e-08,0.9527683156767155
-0.25,2.9526315789473685,2.8312291670773426e-05,5.462808474582959e-08,0.7970005501921893
-0.25,2.9763157894736842,2.7863592694380243e-05,5.385240144035494e-08,0.1393455596664384
-0.25,3.0,2.7437148279407645e-05,5.2976781779758326e-08,0.07347005832635432
